Business community commends launch of Operation Radd-ul- Fassad,February 24 2017
Man stabs brother-in-law to death,February 24 2017
Section 144 imposed in Federal Urdu University campuses,February 24 2017
Turkey welcome to join CPEC: Nawaz,February 24 2017
Training aircraft crash leaves two people dead,February 24 2017
Lahore blast was accident and not an act of terrorism: Rana Sanaullah,February 24 2017
CJP takes notice of women trafficking in twin cities,February 24 2017
CTD guns down six alleged terrorists in Muzaffargarh,February 24 2017
Country to witness cool and dry weather for next 24 hours,February 24 2017
ATC orders return of Waseem Akhtar’s passport,February 24 2017
List of police and govt officials recovered from terrorists’ laptops in Karachi,February 24 2017
APHC terms Amnesty’s report on HR abuses in IOK an eye-opener,February 24 2017
Lower grade Health Department employees protest against stoppage of salaries,February 24 2017
Punjab govt decides to cancel drug licenses of dispensers,February 24 2017
CTD takes out six terrorists in Muzaffargarh,February 24 2017
Ayyan Ali jets off to Srilanka after her name gets removed from the ECL,February 24 2017
Two suspected Daesh members killed in Karachi: Police,February 24 2017
Govt puts CII on ‘sleep mode’,February 24 2017
OPEC research center to be set up at Sindh University Jamshoro,February 24 2017
New PPP organisation will be vibrant truly representative of workers aspiration: Bilawal,February 24 2017
CJ condemns DHA blast,February 24 2017
Sindh’s chief secretary unlikely to repatriate powerful officials on Supreme Court orders,February 24 2017
Pak-Turk School staff and parents want IHC to stop police ‘harassment’,February 24 2017
National Tehrik supports Operation Radd-ul-Fasaad,February 24 2017
Shah Mehmood Qureshi vows to fight for the people of Thar,February 24 2017
Pakistan’s liquid foreign  reserves up to $21.9 billion,February 24 2017
Blast kills 10 in  Lahore’s Defence,February 24 2017
Closure of Afghan border illegal: envoy,February 24 2017
Decision on new operation  taken at PM House: Nawaz,February 24 2017
Army prepared for ‘threat from the East’ says COAS,February 24 2017
Mastermind of Lahore  suicide attack killed,February 24 2017
Pakistan  and Australia ‘join hands’ against terrorism,February 24 2017
National Tehrik  supports Operation Radd-ul-Fasaad,February 23 2017
Human rights violations  — an endemic in South Asia,February 23 2017
Four killed  as IHK rebels  ambush army convoy,February 23 2017
Senate’s  probe committee   to visit Gujranwala today,February 23 2017
Pakistan army kills two high profile militants under Radd-ul-Fasaad,February 23 2017
Skipper says Nawaz should’ve taken provincial govts onboard,February 23 2017
Like other departments there is corruption in USC: minister,February 23 2017
‘No outsiders but people of FATA are drivers of change’,February 23 2017
‘NAP is just a lollipop’,February 23 2017
Pakistan and Australia ‘join hands’ against terrorism,February 23 2017
SCCI US envoy discuss economic cooperation,February 23 2017
Terrorism common enemy of Pakistan Afghanistan: FO,February 23 2017
Senate’s probe committee to visit Gujranwala today,February 23 2017
ANF seizes 6.9 tonnes of drugs arrests 14 offenders,February 23 2017
Four killed as IHK rebels ambush army convoy,February 23 2017
Parliament session: no progress made on military courts’ extension,February 23 2017
Pakistan Turkey for nurturing strong strategic partnership,February 23 2017
We owe independence to our martyrs: COAS,February 23 2017
Everyone must respect court’s decision in Panama case: Saad Rafique,February 23 2017
One dead 20 injured in Thatta road mishap,February 23 2017
Operation Radd-ul-Fasaad: 45 suspects arrested in Islamabad Rawalpindi,February 23 2017
‘Decision to launch Operation Radd-ul-Fasaad was taken in PM House’,February 23 2017
SC reserves its verdict in Panama case,February 23 2017
President PM and CJP condemn Lahore blast,February 23 2017
Major terrorist bid to attack LEAs university students foiled,February 23 2017
60000 Afghan children born in Pakistan every year: UNHCR report,February 23 2017
FIA nabs audit officer in corruption case,February 23 2017
Imran Khan demands simultaneous countrywide operation,February 23 2017
Aseefa Bhutto accuses Punjab govt of spreading fake news funding terrorists,February 23 2017
Shehbaz Sharif seeks Defence blast report from police,February 23 2017
SC seeks details of all ongoing Thar coal projects,February 23 2017
Defence measures stepped up in Karachi after Lahore blast,February 23 2017
ICCI calls for shifting district courts from F-8 Markaz,February 23 2017
Senate Standing Committee on Finance takes notice of SECP interference in stock market,February 23 2017
Three Indian Army personnel killed in Shopian district of IOK,February 23 2017
Closure of Pak-Afghan borders illegal: Afghan ambassador,February 23 2017
Gilani urges strict action against troops who killed Waseem Mushtaq,February 23 2017
Federal govt doubles quota of new gas connections in KP,February 23 2017
Three youths injured in firing incidents in Karachi,February 23 2017
People and government united against terrorism: Marriyum Aurangzeb,February 23 2017
President PM condemn Lahore blast,February 23 2017
A new day of justice will dawn after Panama case verdict: Fawad Chaudhary,February 23 2017
Eight killed 21 injured in Lahore blast,February 23 2017
Eleven bloody days in Pakistan,February 23 2017
GDA approves construction of 300 MW power plant in Gwadar,February 23 2017
War on terror now entered into most intense phase: Maleeha,February 23 2017
Bilawal wants indiscriminate operation against terrorists,February 23 2017
Pak Army and Rangers nab 11 during combing operation in Rawalpindi,February 23 2017
Construction of tunnel at Ammar Chowk Rawalpindi approved,February 23 2017
Panama Leaks: SC completes hearing reserves verdict for a later date,February 23 2017
Police foil bid to attack NADRA office in Charsadda,February 23 2017
Ayyan Ali departs for Sri Lanka,February 23 2017
Punjab Law Minister dismisses reports of explosion in Gulberg area of Lahore,February 23 2017
Dry weather expected in most parts of country for next 12 hours,February 23 2017
Teachers announce boycott of classes over non-payment of salary,February 23 2017
Authorities apprehend 20 suspects in operation near Karachi Central Jail,February 23 2017
Blast kills seven in Defence Z Block Lahore,February 23 2017
DAG has one day to argue Kaptaan’s disqualification case,February 23 2017
‘Pakistan should focus on its economic uplift’,February 23 2017
Senate body tells franchises and Jazz to resolve issues amicably,February 23 2017
Lawmakers reject approach of holding census in FATA,February 23 2017
Ayyan Ali’s name removed from ECL,February 23 2017
Nawaz in Ankara for strategic cooperation council meeting,February 23 2017
All  journalists  part  of my team claims Marriyum,February 23 2017
ECP adjourns reference against  Imran Khan until March 16,February 23 2017
Fertilizer manufacturers irked by subsidy disbursement mechanism,February 23 2017
SI injured suspect killed in operation,February 23 2017
Corruption second biggest issue after terrorism: Sarwar,February 23 2017
CPSP holds 51st convocation,February 23 2017
Contempt plea against PFF administrator dismissed,February 23 2017
All journalists part of my team claims Marriyum,February 22 2017
JuD chief ‘detention’: Home Dept told to file reply until March 7,February 22 2017
Work on Gulberg-Motorway elevated road to start soon: CM,February 22 2017
Ceremony held to award 3G spectrum contract in Kohistan,February 22 2017
Police foils major terror bid,February 22 2017
SNGPL posts Rs 5.17b historic profit before tax,February 22 2017
Brave Shaukat Khanum kids win Morgan’s kit,February 22 2017
Bilawal conducts interviews for PPP Larkana Sukkur bodies,February 22 2017
Nabil Gabol rejoins PPP after a gap of four years,February 22 2017
Bomb kills man in Mohmand,February 22 2017
University Road renovation case: SHC summons secretary local government,February 22 2017
Altaf Shakoor highlights importance of regional languages,February 22 2017
USAID UNDP provide employment training to 200 vulnerable youngsters,February 22 2017
Senate delegation leaves for Cuba hoping to boost parliamentary linkages,February 22 2017
Manmoom for friendly ties with neighbours,February 22 2017
SHC issues arrest warrant against FGEHF director general,February 22 2017
Committee reviews foreign election laws to make ECP financially sovereign,February 22 2017
SMBBMU VC Ghulam Asghar stresses upon curbing terrorism,February 22 2017
CM condoles death of MPA Malik Zahoor Anwar,February 22 2017
ECP adjourns Khan’s disqualification reference hearing till March 16,February 22 2017
NPB for recruiting more policewomen,February 22 2017
ITP educates motorcyclists on road safety,February 22 2017
‘Military to crack down terrorists operating within outside border’,February 22 2017
PTI welcomes Operation Radd-ul-Fasaad,February 22 2017
Pak Army launches Operation Radd-ul-Fasaad with hope to end terrorism,February 22 2017
Fire gutted more than 40 shops in Multan’s Lunda Bazaar,February 22 2017
People have right to question PM’s eligibility: SC,February 22 2017
Security concerns result in suspension of 3G 4G services in parts of Balochistan,February 22 2017
AIOU announces results for PhD MPhil programmes,February 22 2017
Parliamentary leaders’ sub-committee meets today,February 22 2017
ECC approves $25mn for disaster management,February 22 2017
Anusha Rahman threatens journalist,February 22 2017
Woman slits throat of two minor girls in Lodhran village,February 22 2017
CCTV footage reveals alleged suicide bombers of Charsadda attack,February 22 2017
Governor lauds Japanese cooperation in province’s development,February 22 2017
PM Nawaz makes all institutions subservient to him: Fawad Chaudhry,February 22 2017
Imran wants bloodshed rather than accountability to fulfill his desires: Daniyal Aziz,February 22 2017
Japanese Consul General meets Sindh governor,February 22 2017
Multan market fire engulfs 10 shops,February 22 2017
Dry weather expected in major cities of Pakistan,February 22 2017
Three facilitators of Tangi attack held in Charsadda,February 22 2017
Panama Leaks: Attorney general asked not to become party to case,February 22 2017
Amnesty report reveals excessive oppression in Kashmir,February 22 2017
Posting to remote areas breach of ‘chadar chardewari’: Female teachers,February 22 2017
Govt to provide pink motorcycles instead of scooters under Working Women project,February 22 2017
National resources to be utilised for welfare of masses: CM,February 22 2017
Lawyers in KP to observe two-day mourning over Charsadda attack,February 22 2017
PM leaves for Turkey landmark visit today,February 22 2017
Five senators participate in PAC proceedings for first time,February 22 2017
Roof collapse claims life of minor four others injured,February 22 2017
Police encounter kills eight terrorists in Karachi,February 22 2017
PAF unleashes strikes in Khyber Agency killing multiple terror suspects,February 22 2017
Sibi Mela called off due to ongoing security situation,February 22 2017
Arms and ammunition belonging to MQM-London confiscated,February 22 2017
111 arrested as nationwide combing operations continue,February 22 2017
Murad Ali Shah reviews law and order situation in Sindh,February 22 2017
India Pakistan extend nukes accident risk reduction pact,February 22 2017
NADRA to prepare record of  families affected  by terrorism,February 22 2017
ABAD condemns terror attacks in Lahore Sehwan,February 22 2017
FIA starts probe against two former CDA chairmen,February 22 2017
Fake email on behalf of  governor Sate Bank circulates,February 22 2017
Feb 28 last date for  registration of contestants,February 22 2017
CJP condemns Charsadda attack,February 22 2017
Bilawal extends felicitations to newly elected office-bearers of KUJ,February 22 2017
Kulbhushan case will be taken  to its logical conclusion: COAS,February 22 2017
Charsadda carnage  widely condemned,February 22 2017
Financial crisis looms over land of the pure,February 22 2017
Woman wounded  in grenade attack in Lyari,February 22 2017
Jamaat-ul-Ahrar’s website being operated from India,February 22 2017
‘India to suffer humiliating defeat if it ‘casts an evil eye’ on Pakistan’,February 22 2017
Dar reviews macroeconomic indicators,February 21 2017
Nisar honours martyred Quetta BDS official with a medal,February 21 2017
‘Pakistanis need protection not motorways’,February 21 2017
Several PML-N leaders wish to join PTI: Imran Khan,February 21 2017
Ayyan Ali not restricted from travelling abroad: CJ,February 21 2017
Bilawal congratulates newly elected KUJ office-bearers,February 21 2017
Pervaiz Elahi demands Rangers operation in Punjab,February 21 2017
Sheikh Rasheed Siraj demand resignation of FBR NAB chiefs,February 21 2017
Woman wounded in grenade attack in Lyari,February 21 2017
Mine blast kills two injures one,February 21 2017
Imran ‘assassinating’ Nawaz’s character: PML-N leaders,February 21 2017
Bilawal Zardari condemn Charsada terror attack,February 21 2017
Truck car collision takes three lives,February 21 2017
Three suspected ‘terrorists’ held in Islamabad,February 21 2017
MQM-L’s weapons cache recovered in a raid,February 21 2017
Terrorists have no religion: Marriyum Aurangzeb,February 21 2017
‘Ready to hold talks with Taliban’,February 21 2017
Policeman recollects tragic Charsadda attack,February 21 2017
Panamagate verdict to be announced on Thursday: Justice Khosa,February 21 2017
Imran accuses Nawaz of ruining state institutions,February 21 2017
Sexual orientation being LGBT in Pakistan,February 21 2017
PM to visit Turkey brethren for high-level dialogue,February 21 2017
India ‘supporting terrorism’ in Pakistan: COAS,February 21 2017
FC for ending the menace of terrorism by foiling India’s plans,February 21 2017
NA’s body approves 12bln budget for Housing Ministry,February 21 2017
We are at war: Ayaz Sadiq,February 21 2017
Pakistan India agree to extend treaty regarding nuclear weapons,February 21 2017
CMCH generates 2273kg of unattended toxic waste daily,February 21 2017
State institutions failed to do their jobs: SC,February 21 2017
Pakistan Kashmir incomplete without each other: AJK president,February 21 2017
Massacre avoided due to KP police’s prompt action: Imran,February 21 2017
51% Pakistanis prefer eating sweet biscuits: Poll,February 21 2017
Mamnoon for promulgating Islam’s true perspective,February 21 2017
Senate chairman urges for action against his fake social media accounts,February 21 2017
Eight dead 31 injured as bus plunges into canal,February 21 2017
JI chief urges revocation of PM’s power to appoint NAB chairman,February 21 2017
Bilawal condemns wave of terrorism afflicting country,February 21 2017
Police kill three dacoits in Karachi exchange,February 21 2017
CMCH Larkana producing more than two tonnes of waste daily,February 21 2017
Political negotiations most viable solution to Afghan conflict: Sartaj Aziz,February 21 2017
Punjab govt seeks to deploy Rangers in province,February 21 2017
POF seeking to increase sales of defence products to Middle East,February 21 2017
PM embarks upon three-day visit to Turkey,February 21 2017
Pakistan supports Azerbaijan in Nagorno-Karabakh conflict: FO,February 21 2017
CIE to honour excellent students with Outstanding Cambridge Learner Awards,February 21 2017
Dry weather expected in most parts of country,February 21 2017
We will be triumphant even if we lose Panama case: Sheikh Rasheed,February 21 2017
Second training phase for teachers of CADD schools begins,February 21 2017
Four public parks in Rawalpindi closed due to terror threats,February 21 2017
Police rescues minor girl from being married to 50-year-old,February 21 2017
Three blasts in Charsadda kill four injure 12,February 21 2017
Panama Leaks: FBR chairman reveals he sent notices to Sharif family,February 21 2017
Watch your tongue Malik warns PML-N,February 21 2017
Work on Dasu Hydropower Project to commence soon: WAPDA chief,February 21 2017
Wellness Club inauguration at SNGPL head office,February 21 2017
Bahria Town inaugurates  tree planting campaign,February 21 2017
Mohammad Shoaib CFA CEO Al Meezan Investments part of CFA institute closing bell at NASDAQ,February 21 2017
SKH sports festival concludes,February 21 2017
Young girl killed by brother for ‘honour’,February 21 2017
Third-gender community seeks a reformation,February 21 2017
Sindh govt fails to provide adequate security in Sehwan MQM PML-F,February 21 2017
PMS holds 42nd seminar,February 21 2017
Arms cache recovered from New Karachi,February 21 2017
Islamabad Kabul to fight  terrorism together: COAS,February 21 2017
Several killed hundreds arrested  in crackdown against terrorists,February 21 2017
Kabul seeks action against 85  militants ‘hiding in Pakistan’,February 21 2017
Mass exodus as Pakistan cracks  down along Afghanistan border,February 21 2017
POF taking part in IDEX-2017,February 21 2017
PML-N leader pledges allegiance to PPP,February 21 2017
Sethi ‘ignores’ PCB in distribution of  tickets,February 21 2017
Heavy artillery moved towards Pak-Afghan border,February 20 2017
Pakistan stands with Kashmir: Nafees Zakaria,February 20 2017
Four TTP commanders killed arms recovered in Tank,February 20 2017
KU cancels 2 students’ admissions for forging papers,February 20 2017
Civil judges judicial magistrates transferred,February 20 2017
Sethi ‘ignores’ PCB in distribution of tickets,February 20 2017
Police intercept tanker carrying smuggled diesel,February 20 2017
Young girl shot dead by brother for ‘honor’,February 20 2017
Shaukat Khanum Hospital sports festival concludes,February 20 2017
Sindh govt fails to provide adequate security in Sehwan says MQM PML-F,February 20 2017
Pervaiz Elahi demands arrest of ‘facilitating provincial minister’,February 20 2017
GB council allocates Rs 654m for development projects,February 20 2017
Pakistan Mathematical Society holds 42nd seminar,February 20 2017
Jehangir Tareen Sharif family review petitions rejected,February 20 2017
11 held for gambling on cockfights,February 20 2017
Afghanistan hands list of terrorists to Pakistan,February 20 2017
Sammy Jordan ready to play PSL final in Pakistan,February 20 2017
IHC directs to fix petition in airport privatisation case,February 20 2017
Peshawar corps commander visits Khyber agency,February 20 2017
PSL final to be held under army’s supervision,February 20 2017
Terrorism destroyed national economy: Raja Farooq,February 20 2017
Rehman Malik calls for govt to discuss military court issue in NA,February 20 2017
KU no longer deprived of HEC scholarships,February 20 2017
COAS says Pak Afghanistan in fight against common enemy,February 20 2017
500 arrested as counter terrorism operations speed up,February 20 2017
Pakistan wants cooperation with Afghanistan on terrorism,February 20 2017
Eight Karachi ATCs to be moved from Clifton to central jail,February 20 2017
Sindh IG orders strict implementation of Section-144 in Karachi,February 20 2017
Terrorists do not belong to any religion: Khawaja Asif,February 20 2017
388 suspects apprehended in different search operations,February 20 2017
India calls for Hafiz Saeed to be brought to justice,February 20 2017
Rain-thunderstorm with snowfall likely in hilly areas,February 20 2017
Forces discover MQM London’s weapons cache in New Karachi,February 20 2017
No public meetings until Panama decision: PTI,February 20 2017
Rangers kill seven alleged terrorists in Malir raid,February 20 2017
Ayyan’s name kept on ECL despite courts order,February 20 2017
CM orders brief on Sehwan investigation,February 20 2017
Labourer found dead in Taxila,February 20 2017
Passenger smuggling foreign currency cell phones stopped at Benazir Airport,February 20 2017
Three killed as car turns turtle in Lahore,February 20 2017
Tickets for those who work in KP: PTI,February 20 2017
Police apprehends 12 during search operations in Lahore,February 20 2017
PAF bombs militant hideouts in NWA terrorists killed: ISPR,February 20 2017
Seven terrorists gunned down by Rangers in Karachi,February 20 2017
PML-N making Pakistan ‘prosperous’ by huge power bills,February 20 2017
Sindh CM suspends SSP and SP,February 20 2017
A dangerous new phase of militancy,February 20 2017
CPP urges govt to change pro-imperialist policies,February 20 2017
Nawaz seeks ‘endorsement’  from Trump administration,February 20 2017
Avalanche  kills seven at  Lowari Tunnel,February 20 2017
Nandipur project ‘corruption leaks’ coming soon,February 20 2017
AJK PM  loves   foreign trips,February 20 2017
Bahawalpur  police arrest eight suspects,February 20 2017
Ghani warns Nawaz’s ‘cronies’ to mind their language,February 20 2017
Power outage puts Lal Shahbaz Qalandar shrine at risk,February 20 2017
Nation going through immense pain: CM,February 20 2017
‘Powers working to weaken Pakistan by bringing ‘favourite parties’ forward’,February 20 2017
Bahawalpur police arrest eight suspects,February 20 2017
Avalanche kills seven in Chitral,February 20 2017
AJK PM loves foreign trips,February 20 2017
Panamagate enters final round,February 19 2017
Corruption terrorism ‘two sides of the same coin’: Sarwar,February 19 2017
Section 144 imposed in Karachi,February 19 2017
‘CPEC is a ‘lifeline’ for Pakistan’,February 19 2017
Sehwan Sharif suicide bomber ‘identified’,February 19 2017
Bilawal blames Nisar for NAP’s failure,February 19 2017
Kashmir dispute’s solution in UNSC resolutions: APHC Chairman,February 19 2017
Punjab govt to launch ‘ruthless campaign’ against terrorists,February 19 2017
‘Govt departments ‘shamelessly’ corrupt incompetent’,February 19 2017
‘All parties ‘on the same page’ against terrorism’,February 19 2017
Generation’s School hosts 17th Sports Day,February 19 2017
Party leader warns of diminishing social justice in Pakistani community,February 19 2017
KP govt spends Rs 60 million on healthcare provisions for needy people,February 19 2017
Govt decision to speed up TAPI commended,February 19 2017
CM Punjab summons report regarding security in educational institutions,February 19 2017
JPMC to overhaul its waste management system,February 19 2017
KKH closed for all traffic,February 19 2017
Martyrs lost their today for our tomorrow: Shahbaz Sharif,February 19 2017
Country benefiting from economic reforms of government: Ishaq Dar,February 19 2017
Three govt hospital cafeterias fined for unhygienic conditions,February 19 2017
Political prisoners being subjected to punishment: Geelani,February 19 2017
Sehwan suicide bomber used people as cover to enter Shrine,February 19 2017
Border security kills 11 crossing in from Afghanistan,February 19 2017
Al-Khidmat Foundation carries out relief operations in Sehwan,February 19 2017
PFA arrests 3 bogus food inspectors in Lahore,February 19 2017
Cold weather predicted in major cities of Pakistan rain in isolated areas,February 19 2017
Police nab three after car chase near Nowshera,February 19 2017
Snow boulder claims life injures two in Chitral,February 19 2017
Asif criticises western policies at Munich Security Conference 2017,February 19 2017
Murad Ali Shah deplores treatment of Sehwan blast victims,February 19 2017
Five terrorists shot down in Layyah: CTD,February 19 2017
Pak army conducts second substantial assault against militant hideouts across Afghan border,February 19 2017
Terrorism will be dealt with full might: Nisar,February 19 2017
Body parts of Sehwan   victims found  at garbage dump,February 19 2017
Deforestation is a dangerous cause of climate change: SC,February 19 2017
Dar discusses  military courts with lawmakers,February 19 2017
Several more gunned down in crackdown,February 19 2017
Kabul  summons Pak  envoy over ‘shelling’,February 19 2017
AJK parties vow to work  for youth,February 19 2017
Govt not interested in water projects,February 19 2017
Role of regulators and investors in stock market,February 18 2017
Mangla Corps win army wrestling finals,February 18 2017
Indian bid to join NSG to be decided through multilateral discussion: China,February 18 2017
Gas supply to ASH suspended patients suffer,February 18 2017
Sweepers suspended for dumping blast victims’ remains,February 18 2017
AJK parties vow to work for youth,February 18 2017
Sindh Balochistan governors vow to enhance cooperation for progress,February 18 2017
12 Afghans among 100 apprehended by Islamabad Police,February 18 2017
Pakistan strikes ‘terror camps’ in Afghanistan,February 18 2017
‘International Mother Language Day’ to be observed on February 21,February 18 2017
CM orders action on limbs recovering issue,February 18 2017
Hussain Nawaz’s interviews submitted in court,February 18 2017
Afghan army kills 34 militants,February 18 2017
Trade activities remain suspended at Torkham border,February 18 2017
Three killed 400 arrested amid nationwide combing operation,February 18 2017
All set for commencement of census: Asif Bajwa,February 18 2017
Afghan refugees used as facilitators in terror attacks: Nisar,February 18 2017
Security lapse could be a reason behind Sehwan tragedy: Qaim Ali Shah,February 18 2017
PM’s counsel files rejoinder requests to dismiss Shaikh Rasheed’s petition,February 18 2017
Three suspects apprehended in Quetta,February 18 2017
Civil society holds demo against Sehwan blast,February 18 2017
Four regional blood banks to open soon,February 18 2017
Terrorism can’t be eliminated by closing shrines: Shah Mehmood,February 18 2017
Kashmiris striving for freedom from Indian occupation: Malik,February 18 2017
Anti- terrorism operations to continue till last terrorist eliminated: Rana Tanveer,February 18 2017
Afghanistan summons Pakistan’s envoy to Kabul,February 18 2017
Bilawal denied permission to hold public meeting in Multan,February 18 2017
India carrying out attacks in Pakistan to detract attention from Kashmir issue: Maleeha,February 18 2017
Brothers of Lahore blast facilitator arrested,February 18 2017
Five sheep shot dead by angry dog owner,February 18 2017
Anti-terror helpline established by ISPR,February 18 2017
Terrorists will pay for every drop of blood: Shehbaz Sharif,February 18 2017
Anti encroachment drive: Eight trucks seized seven shops sealed in Rawalpindi,February 18 2017
Met Office forecasts rain and thunderstorm with snowfall,February 18 2017
Mazar-e-Quaid shut down over security concerns,February 18 2017
Hafiz Saeed’s name included in Fourth Schedule,February 18 2017
Hand grenade thrown on Union Council Nazim’s compound in Peshawar,February 18 2017
Three terrorists gunned down by security forces in Dera Ismail Khan,February 18 2017
Young Canvas Art Exhibition and Competition,February 18 2017
‘Marriage is also like life-imprisonment’ SC hears interesting case,February 18 2017
US says it stands with Pakistan in war on terror,February 18 2017
Ensure extreme vetting: SBP tells banks/DFIs,February 18 2017
Pakistan Embassy hosts students representing Pakistan at a  US event,February 18 2017
Shia Ulma lashes out at Federal Sindh governments for their failure to protect lives of citizens,February 18 2017
PM committed to  eliminate terrorists,February 18 2017
SSGC MUET holds a vital seminar on line losses,February 18 2017
The History of Honour Killing Laws in Pakistan,February 18 2017
PM tells army to ‘kill enemy wherever it is’,February 18 2017
Security forces unleash  nationwide crackdown,February 18 2017
Dhamal resumes  at shrine,February 18 2017
Kabul told to eliminate JuA safe havens,February 18 2017
Army attacks ‘militant  hideouts’ in Afghanistan,February 18 2017
Pakistan to stand by Kashmir’s  self-determination: Maleeha,February 18 2017
GHQ in action,February 18 2017
Minister’s absence angers Senate chairman,February 18 2017
Media asked to show respect for   terror victims their  family members,February 18 2017
Sehwan Blast: PRCS emergency response teams ‘were the first to help’,February 18 2017
Sehwan blast: three wounded succumb to their injuries,February 18 2017
Pakistan to stand by Kashmiris’ struggle for right of self-determination: Maleeha,February 18 2017
Media asked to show respect for terror victims their family members,February 18 2017
Marriage is also like life-imprisonment; SC hears an interesting case,February 17 2017
TV report exposes ‘forgery’ of the Sharif family,February 17 2017
100 militants killed after Sufi shrine blast in Pakistan,February 17 2017
Pro-women legislation receiving support in Sindh,February 17 2017
Timeline of deadliest insurgent attacks in Pakistan,February 17 2017
Govt failing to ‘extinguish the fire of terrorism’: Siraj,February 17 2017
88 dead 343 injured in Sehwan shrine explosion: official data,February 17 2017
NAB to summon Nargis Sethi in Saindak corruption case,February 17 2017
Pak Army establishes help lines for suspicious activity,February 17 2017
Minister’s absence angers Senate chairman,February 17 2017
Sufism Pakistan shrine attack,February 17 2017
Security forces intelligence outfits directed to eliminate terrorists,February 17 2017
Lahore attack culprit hailed from Afghanistan: Shehbaz,February 17 2017
PM checks up on Sehwan blast victims,February 17 2017
Japan condemns Sehwan blast,February 17 2017
Pakistan asks Afghanistan to take action against 76 terrorists,February 17 2017
Australia’s Catholic Church abuse victims paid $213m in compensation since 1980,February 17 2017
Ambassador to US says country will not accept American terror policy,February 17 2017
We are being defamed due to recent wave of terrorism: Shah Mehmood,February 17 2017
As many as 43 terrorists killed in countrywide crackdown after Sehwan blast,February 17 2017
Full implementation of NAP necessary now: Khursheed Shah,February 17 2017
IHC revokes PM’s orders on OGRA member oil appointment,February 17 2017
Nisar for securing shrines rather than shutting them,February 17 2017
New Islamabad International Airport to be expanded,February 17 2017
Militant attack on Pak-Afghan border check post leaves two FC personnel injured,February 17 2017
PM COAS pay visit to Sehwan blast victims,February 17 2017
More than 300 injured in Sehwan Sharif explosion: Hyderabad DIG,February 17 2017
Two Pakistanis set to hang in Singapore,February 17 2017
Sehwan suicide bomber was not female: CTD officials,February 17 2017
PTI submits resolution in Punjab Assembly over recent terror attacks,February 17 2017
Perpetrators behind Charing Cross attack identified,February 17 2017
Afghan embassy officials summoned at GHQ: ISPR,February 17 2017
Sehwan blast: US offers support to Pakistan in fight against terrorism,February 17 2017
First polio case of 2017 found in Lodhran,February 17 2017
Three-day mourning to be observed in Sindh,February 17 2017
Four terrorists killed by security forces during raid in Bannu,February 17 2017
CM Sindh inquires about blast victims at Taluka hospital,February 17 2017
Terrorists target Pak Army check post from Afghanistan: ISPR,February 17 2017
Six terrorists gunned down after forces terrorists clash,February 17 2017
Pak-Afghan border sealed at Torkham,February 17 2017
Rural women adopt effective ways to earn alternative livelihoods,February 17 2017
NADRA deputy chairman FIA team allegedly  blackmailing lady official,February 17 2017
IHC moved to  halt privatisation  of three airports,February 17 2017
KDA collecting parking fees illegally,February 17 2017
Shah Abdul Latif University Khairpur terms CPEC a revolutionary project,February 17 2017
Another carnage,February 17 2017
Enough is enough: COAS,February 17 2017
SC summons NAB FBR chiefs in Panamagate case,February 17 2017
No consensus between opp govt on military courts,February 17 2017
Seven terror attacks in Pakistan forces closure of Torkham border,February 17 2017
LoC escalation could spiral into military confrontation: SVI,February 16 2017
PAF inducts 16 JF-17 Thunder jets to its fleet,February 16 2017
Senators from Balochistan Sindh express reservations,February 16 2017
Six suspected militants killed in Multan raid,February 16 2017
Pakistan notes importance of ties with Sri Lanka,February 16 2017
Pakistan determined to root out menace of terrorism: Nisar,February 16 2017
Ishaq Dar chairs meeting to review measures against money laundering,February 16 2017
Sri Lankan Naval Commander Air Chief Sohail Aman discuss matters of mutual interests,February 16 2017
Sindh IGP declares emergency after shrine blast,February 16 2017
Shrine blast death toll feared to cross 100,February 16 2017
Zardari grieves over Sehwan shrine blast,February 16 2017
School of Heath Sciences-Fatima Memorial System’s Annual Sports Day held,February 16 2017
Dr Asim corruption case hearing adjourned,February 16 2017
COAS appreciates troops’ ‘effective’ response to cross-border attack,February 16 2017
‘Entire nation stands with govt for eliminating terrorism’,February 16 2017
Several feared dead in Lal Shahbaz Qalandar shrine blast,February 16 2017
BISP approves Rs 115bn budget for current FY,February 16 2017
Black day observed in Landi Kotal to protest against Frontier Crimes Regulation,February 16 2017
Khawaja Asif stresses on self-reliance to bolster national defence,February 16 2017
HR ministry allocated Rs120mn in last three years,February 16 2017
Federal committee approves purchase of 20000 kanals for housing in Bhara Kahu,February 16 2017
JKLF head condemns spree of arrests house detentions in IHK,February 16 2017
CTD team kills six members of group behind Lahore bomb attack,February 16 2017
Upgraded JF-17 Thunder jets inducted into PAF fleet,February 16 2017
Sheikh Rasheed says Sharif family’s lack of evidence proves their guilt,February 16 2017
UAE plans to settle on Mars by 2117,February 16 2017
Gilani denounces imposition of curbs arrests in IHK,February 16 2017
Tortured Larkana student arrives in US for treatment,February 16 2017
NA committee members encourage teaching Arabic to reduce terrorism,February 16 2017
KP courts witness boycott,February 16 2017
Cold dry weather expected in most parts of country,February 16 2017
Panamagate: More evidence regarding London flats put forth,February 16 2017
New salary package announced for teachers with double shift duty,February 16 2017
Mother daughter kidnapped in Islamabad,February 16 2017
Sri Lankan Navy chief lauds Pakistan’s efforts against terrorism,February 16 2017
IHC sets aside ECP plan to examine PTI accounts,February 16 2017
